listing_id	listing_name	location_address	season_month	products	share_size	share_itemsinsharebox	share_availabledate	share_paymentoption	deliverpickup_method	specialproductionmethods	acceptedpayment	FNAP
200767	LISK'S HERITAGE FARM	"16560 AIRPORT RD, LINESVILLE, Pennsylvania 16424"	June to September	"Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Kale;Kohlrabi;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Shallots;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Eggs;Honey;Chicken;;"	Full shares;Half shares;	CSA decides product based on supply availability;	2018-06-08	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;"	Barter;Cash;Personal Checks;Debit card/Credit card;	SNAP;
200768	Cobblestone Farm	"87 Bassetts Bridge Rd, Mansfield Center, Connecticut 06250"	June to October	"Plums (black, green, red, etc.);;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kohlrabi;Leeks;Mustard Greens;Okra;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Rutabaga;Shallots;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnips;;Eggs;Chicken;Turkey;;"	Full shares;Half shares;fall shares;	customers pack their own produce;	2018-01-01	One advance payment prior to the beginning of the delivery season;	Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;	
200769	Red Shirt Farm	"60 Williamstown Road, Lanesborough, Massachusetts 01237"	June to October	"Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Soybeans;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;"	Full shares;Half shares;	CSA decides product based on supply availability;	2018-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;	Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No pesticides;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;	
200770	Yellow House Farm	"216 Arbutus St, Middletown, Connecticut 06457"	June to October	"Arugula;Beans, other (lima, etc.);Broccoli;Broccolini/baby broccoli;Cabbage;Cauliflower;Collard Greens;Cucumbers;Kohlrabi;Mustard Greens;Peanuts;Peas;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Spinach: baby, regular;Sweet potatoes;Tomatoes (plum, round, etc.);;Honey;"	Full shares;Half shares;Budget;	CSA decides product based on supply availability;	2018-01-01	One advance payment prior to the beginning of the delivery season;	Deliver to one or more neighborhood sites;	"Organic (USDA Certified);No pesticides;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;	
200771	Penny's Pastured Poultry	"18647 Co Rd 2529, Eustace , Texas 75124"	April to November	Chicken;;	Full shares;Half shares;	CSA decides product based on supply availability;	2018-04-28	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;	Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;"	Cash;Personal Checks;Debit card/Credit card;	
200772	Adragone Aeroponics	"5541 Old Philadelphia Pike, Gap , Pennsylvania 17527"	Year-round	"Pears;;Artichoke;Arugula;Beans (string);Beets;Brussels sprouts;Carrots;Collard Greens;Garlic;Kohlrabi;Lettuce (head, leaf, etc.);Mache/lamb’s lettuce;Mixed leafy greens;Mizuna;Mustard Greens;Okra;Parsnips;Peppers, hot;Radicchio;Spinach: baby, regular;Squash, summer: zucchini, etc.;Sweet potatoes;Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Fresh and/or dried herbs;"	Full shares;Half shares;	CSA decides product based on supply availability;	2018-01-01	One advance payment prior to the beginning of the delivery season;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No pesticides;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;Debit card/Credit card;	
200773	Silver Forge Farm	"112 Iron Ore Road, Manalapan, New Jersey 07726"	May to October	"Figs;Kiwi;Watermelons;;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Green onions/scallions;Kohlrabi;Lettuce (head, leaf, etc.);Mache/lamb’s lettuce;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Rutabaga;Spinach: baby, regular;Squash, summer: zucchini, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Cut flowers;Eggs;Honey;"	Full shares;Half shares;	CSA decides product based on supply availability;	2018-01-01	One advance payment prior to the beginning of the delivery season;	Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;	
200774	"Sandbrook Meadow Farm, LLC"	"51 Sandbrook Headquarters Rd, Stockton, New Jersey 08559"	May to December	"Pears;;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Lettuce (head, leaf, etc.);Mixed leafy greens;Mustard Greens;Okra;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Rutabaga;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Cut flowers;Eggs;Fresh and/or dried herbs;"	Full shares;Half shares;	CSA Customers select Items at-will and have the option to pickup 3 days each week;	2018-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;	Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Pasture-raised/free-range animals;Fair labor practices, living wage, fair trade, etc.;USDA Certified Organic;"	Cash;Personal Checks;	
200775	Cotyledon Farm	"253 Henshaw St, Leicester, Massachusetts 01524"	June to October	"Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccolini/baby broccoli;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Green beans;Kohlrabi;Mixed leafy greens;Mizuna;Mustard Greens;Okra;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Rutabaga;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Cut flowers;"	Full shares;Half shares;	CSA decides product based on supply availability;	2018-06-20	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;Reduced subscription/membership fees based on household income;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No pesticides;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;Debit card/Credit card;	SNAP;
200776	KDCrop Farms	"275 South Bear Hill Rd., CHAPLIN, Connecticut 06235"	April to December	"Apples;Cherries (sweet, tart, etc.);Currants;Grapes (black, green, red, etc.);Kiwi;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Rutabaga;Shallots;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Cut flowers;Dairy products: milk, cheese, etc.;Eggs;Fresh and/or dried herbs;"	weekly sign up for offered CSA bag - payment due at pick-up;	Customers order specific items in advance of each delivery;	2018-04-05	Payments in installments over the course of each delivery season;	Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;"	Cash;Debit card/Credit card;	SNAP;
200777	Sunshine Family Farms	"910 W 3000 N, Pleasant View, Utah 84414"	Year-round	"Micro-greensArugula;Cauliflower;Collard Greens;Kohlrabi;Mache/lamb’s lettuce;Mixed leafy greens;Mustard Greens;Okra;Peppers, hot;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Rutabaga;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Micro-greens;;"	Half shares;	CSA offers options for specific product categories;	2018-04-28	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;	Deliver directly to customer's homes;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No pesticides;Beyond Organic;"	Barter;Cash;Personal Checks;Debit card/Credit card;	
200778	TG Farms CSA	"1580 NW Hwy 37, Newcastle, Oklahoma 73065"	April to September	"Apricots;Cherries (sweet, tart, etc.);Figs;Pears;Plums (black, green, red, etc.);;Arugula;Beans, other (lima, etc.);Broccoli;Broccoli rabe;Broccolini/baby broccoli;Carrots;Cauliflower;Collard Greens;Green beans;Green onions/scallions;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Rutabaga;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Eggs;Fresh and/or dried herbs;Honey;"	Full shares;Half shares;	CSA decides product based on supply availability;	2018-04-15	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Certified ""Naturally Grown"";No antibiotics;No hormones;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;Debit card/Credit card;	
200779	Grow Ohio Valley	"1006 Grandview Street, Wheeling, West Virginia 26003"	June to October	"Apples;Cherries (sweet, tart, etc.);Currants;Figs;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Collard Greens;Cucumbers;Garlic;Green beans;Kohlrabi;Lettuce (head, leaf, etc.);Mixed leafy greens;Okra;Peanuts;Peas;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Shallots;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (plum, round, etc.);Turnip greens;;Cut flowers;Fresh and/or dried herbs;"	Full shares;Half shares;SNAP/EBT Half Price;	CSA decides product based on supply availability;Swap Table Available;	2018-02-23	One advance payment prior to the beginning of the delivery season;Reduced subscription/membership fees based on household income;Payment installments prior to the beginning of the delivery season;	Deliver directly to customer's homes;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;"	Cash;Personal Checks;Debit card/Credit card;	SNAP;
200780	Fishkill Farms CSA	"9 Fishkill Farm Rd, Hopewell Junction, New York 12533"	Year-round	"Apples;Avocados;Cherries (sweet, tart, etc.);Currants;Dates;Grapefruit (red, white, etc.);Grapes (black, green, red, etc.);Kiwi;Lemons, limes;Oranges, clementine, mandarins, tangerines, tangelos;Pears;;Celeriac, Napa Cabbage, FennelArtichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Leeks;Mache/lamb’s lettuce;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Rutabaga;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Celeriac, Napa Cabbage, Fennel;;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Cut flowers;Dairy products: milk, cheese, etc.;Eggs;Fresh and/or dried herbs;Juices and/or non-alcoholic ciders;Chicken;;Beef/veal (sausage);Beef/veal (steaks, roasts);Elk;Lamb (chops, roasts);Lamb (ground);Rabbit;;Pick-Your-Own Flowers;"	Full shares;Half shares;Winter Share;	CSA decides product based on supply availability;Customers get to pick part of their share at our farm;	2018-02-22	"Payments in installments over the course of each delivery season;Returning Member Discount, Early-Bird Discount;"	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Certified Organic By NOFA NY and Eco-Apple and Eco-Peach, Farmer's Pledge;"	Cash;Personal Checks;Debit card/Credit card;	
200781	Granny B Farms LLC	"7201 Tucker Road, Centerburg, Ohio 43011"	April to November	"Apricots;Cherries (sweet, tart, etc.);Currants;Figs;Pears;Plums (black, green, red, etc.);;Arugula;Asparagus;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mizuna;Mustard Greens;Okra;Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Shallots;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnips;;Fresh and/or dried herbs;"	Half shares;	CSA decides product based on supply availability;	2018-04-28	One advance payment prior to the beginning of the delivery season;Reduced subscription/membership fees in exchange for labor;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No pesticides;OEFFA Certified Organic;	Cash;Personal Checks;Debit card/Credit card;	
200782	Walnut Winds Farm CSA	", Blairs , Virginia 24527"	June to September	"Cherries (sweet, tart, etc.);Currants;Figs;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Kale;Kohlrabi;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Rhubarb;Rutabaga;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (plum, round, etc.);Turnip greens;;Eggs;"	Full shares;Half shares;egg share;	CSA decides product based on supply availability;	2018-06-06	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees based on household income;	Deliver directly to customer's homes;	"Organic (USDA Certified);Fair labor practices, living wage, fair trade, etc.;GAP certified;"	Personal Checks;Debit card/Credit card;	
200783	TRACTOR Food and Farms	"PO Box 1507, Burnsville, North Carolina 28714"	June to October	"Apples;Cherries (sweet, tart, etc.);Currants;Pears;Plums (black, green, red, etc.);;Arugula;Beans, other (lima, etc.);Broccoli;Broccolini/baby broccoli;Cauliflower;Collard Greens;Cucumbers;Green beans;Kale;Kohlrabi;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, sweet;Potatoes (new, red, russet, etc.);Radishes;Rhubarb;Spinach: baby, regular;Squash, summer: zucchini, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Eggs;"	Full shares;Half shares;	CSA decides product based on supply availability;CSA offers options for specific product categories;	2018-06-14	One advance payment prior to the beginning of the delivery season;	Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	Organic (USDA Certified);	Cash;Personal Checks;	
200784	Nezinscot Farm Store CSA	"284 Turner Center Road, Turner, Maine 04282"	Year-round	"Apples;Cherries (sweet, tart, etc.);Currants;Gooseberries;Grapefruit (red, white, etc.);Grapes (black, green, red, etc.);Honeydew melons;Pears;Watermelons;;Alfalfa sprouts;Artichoke;Arugula;Beans, other (lima, etc.);Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Corn (sweet);Cucumbers;Garlic;Green beans;Kale;Kohlrabi;Leeks;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Radishes;Rhubarb;Shallots;Soybeans;Spinach: baby, regular;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Baked goods: breads, pies, etc.;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Dairy products: milk, cheese, etc.;Eggs;Fresh and/or dried herbs;Honey;Maple syrup and/or maple products;Soap and/or body care products;"	Full shares;Half shares;Quarter;	Customers order specific items in advance of each delivery;	2018-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;"	Cash;Personal Checks;Debit card/Credit card;	SNAP;
200785	McLaughlin Grows Urban Farm	"1105 Terrace Street, Muskegon, Michigan 49442"	May to November	"Artichoke;Arugula;Beans, other (lima, etc.);Bok Choy;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Garlic;Green beans;Kohlrabi;Leeks;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (plum, round, etc.);Turnip greens;;"	Half shares;Every Other Week Shares;	"CSA decides product based on supply availability;CSA options can be adjusted due to allergies, as needed;"	2018-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver to customers' workplaces;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;Debit card/Credit card;	
200786	Kleinschmidt Farms	"44910 County 21, Staples, Minnesota 56479"	May to October	"Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Green onions/scallions;Kale;Kohlrabi;Lettuce (head, leaf, etc.);Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Shallots;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Eggs;"	Full shares;Half shares;Quarter shares;	"CSA decides product based on supply availability;CSA offers options for specific product categories;Customers provide input/feedback, but given what is available and in season.;"	2018-01-01	One advance payment prior to the beginning of the delivery season;Installments with full payment by May 1;	Deliver directly to customer's homes;Deliver to customers' workplaces;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;"	Cash;Personal Checks;	
200787	Ananda Valley Farm	"1050 Frenchmans Creek Road, Half Moon Bay, California 94019"	May to September		Full shares;Half shares;	CSA decides product based on supply availability;	2018-03-15	One advance payment prior to the beginning of the delivery season;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;"	Cash;Personal Checks;Debit card/Credit card;	
200788	Southwest Farm Fresh Harvest Shares	"PO BOX 84, Mancos, Colorado 81328"	June to December	"Apples;Grapes (black, green, red, etc.);Watermelons;;Artichoke;Arugula;Beans, other (lima, etc.);Bok Choy;Broccoli;Broccolini/baby broccoli;Carrots;Cauliflower;Collard Greens;Cucumbers;Garlic;Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Shallots;Soybeans;Spinach: baby, regular;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;"	Half shares;	CSA offers options for specific product categories;	2018-06-26	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No pesticides;"	Personal Checks;	
200789	Brookford Farm CSA	"250 West Road, Canterbury, New Hampshire 03224"	Year-round	"Apricots;Figs;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Leeks;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Rutabaga;Shallots;Soybeans;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Dairy products: milk, cheese, etc.;Eggs;Fresh and/or dried herbs;Juices and/or non-alcoholic ciders;Maple syrup and/or maple products;Chicken;;Beef/veal (cold cuts);Beef/veal (sausage);Beef/veal (steaks, roasts);Bison (steaks, roasts);Lamb (chops, roasts);Lamb (ground);Pork (bacon);Rabbit;;lacto-fermented vegetables;"	Full shares;Half shares;	CSA offers options for specific product categories;	2018-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;	Deliver directly to customer's homes;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;	Cash;Personal Checks;Debit card/Credit card;	
200790	Buttercup Family Farm	"4310 Oak Veiw Drive, Pilot Hill, California 95664"	Year-round	"Apples;Cherries (sweet, tart, etc.);Currants;Kiwi;Pears;Plums (black, green, red, etc.);;Artichoke;Asparagus;Beets;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Eggplant (Italian, Japanese, etc.);Garlic;Green onions/scallions;Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peppers, hot;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Shallots;Spinach: baby, regular;Squash, summer: zucchini, etc.;Sweet potatoes;Tomatoes (plum, round, etc.);Turnip greens;;Cut flowers;Eggs;Fresh and/or dried herbs;"	Half shares;Monthly Subscriptions;	CSA offers options for specific product categories;Customers order specific items in advance of each delivery;	2018-06-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Deliver to customers' workplaces;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Non-Certified, but Practicing Organic;No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;"	Cash;Debit card/Credit card;	
